[2020-06-14 20:01:01] LOG:CRITICAL: SQLSTATE[HY000]: General error: 1366 Incorrect integer value: '' for column 'attribute_id' at row 1
[2020-06-14 20:03:13] LOG:CRITICAL: SQLSTATE[HY000]: General error: 1366 Incorrect integer value: '' for column 'attribute_id' at row 1
[2020-06-14 20:05:46] LOG:CRITICAL: SQLSTATE[HY000]: General error: 1366 Incorrect integer value: '' for column 'attribute_id' at row 1
[2020-06-14 20:06:50] LOG:CRITICAL: SQLSTATE[HY000]: General error: 1366 Incorrect integer value: '' for column 'attribute_id' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:00:40] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:05:45] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: 'NOW()' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:01] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-06-14 21:06:02] LOG:CRITICAL: SQLSTATE[22007]: Invalid datetime format: 1292 Incorrect datetime value: '' for column 'created_at' at row 1
[2020-07-05 19:18:27] LOG:CRITICAL: SQLSTATE[HY000] [1698] Access denied for user 'root'@'localhost'
[2020-11-08 16:30:57] LOG:CRITICAL: SQLSTATE[HY000] [1698] Access denied for user 'root'@'localhost'
